partij,age,gender,geo,percentage geslacht/leeftijd,percentage regio,percentage totaal
PvdD,13-17,onbekend,Zeeland,"0,01","2,17",0
SGP,13-17,onbekend,Zeeland,0,"6,62",0
SP,13-17,onbekend,Zeeland,0,"2,46",0
VVD,13-17,onbekend,Zeeland,0,"2,36",0
50Plus,18-24,onbekend,Zeeland,0,"2,8",0
CDA,18-24,onbekend,Zeeland,0,"3,17",0
ChristenUnie,18-24,onbekend,Zeeland,"0,01","3,19",0
D66,18-24,onbekend,Zeeland,"0,07","2,81",0
DENK,18-24,onbekend,Zeeland,"0,07","2,02",0
FvD,18-24,onbekend,Zeeland,"0,01","3,25",0
GroenLinks,18-24,onbekend,Zeeland,"0,12","1,78",0
PvdA,18-24,onbekend,Zeeland,"0,06","22,48",0
PvdD,18-24,onbekend,Zeeland,"0,08","2,17",0
SGP,18-24,onbekend,Zeeland,"0,01","6,62",0
SP,18-24,onbekend,Zeeland,"0,01","2,46",0
VVD,18-24,onbekend,Zeeland,"0,05","2,36",0
50Plus,25-34,onbekend,Zeeland,0,"2,8",0
CDA,25-34,onbekend,Zeeland,"0,04","3,17",0
ChristenUnie,25-34,onbekend,Zeeland,"0,01","3,19",0
D66,25-34,onbekend,Zeeland,"0,08","2,81",0
DENK,25-34,onbekend,Zeeland,"0,08","2,02",0
FvD,25-34,onbekend,Zeeland,"0,03","3,25",0
GroenLinks,25-34,onbekend,Zeeland,"0,15","1,78",0
PvdA,25-34,onbekend,Zeeland,"0,04","22,48","0,01"
PvdD,25-34,onbekend,Zeeland,"0,09","2,17",0
SGP,25-34,onbekend,Zeeland,"0,03","6,62",0
SP,25-34,onbekend,Zeeland,"0,02","2,46",0
VVD,25-34,onbekend,Zeeland,"0,06","2,36",0
50Plus,35-44,onbekend,Zeeland,0,"2,8",0
CDA,35-44,onbekend,Zeeland,"0,08","3,17",0
ChristenUnie,35-44,onbekend,Zeeland,"0,08","3,19",0
D66,35-44,onbekend,Zeeland,"0,07","2,81",0
DENK,35-44,onbekend,Zeeland,"0,11","2,02",0
FvD,35-44,onbekend,Zeeland,"0,07","3,25",0
GroenLinks,35-44,onbekend,Zeeland,"0,08","1,78",0
PvdA,35-44,onbekend,Zeeland,"0,08","22,48",0
PvdD,35-44,onbekend,Zeeland,"0,08","2,17",0
SGP,35-44,onbekend,Zeeland,"0,06","6,62",0
SP,35-44,onbekend,Zeeland,"0,03","2,46",0
VVD,35-44,onbekend,Zeeland,"0,1","2,36",0
50Plus,45-54,onbekend,Zeeland,0,"2,8",0
CDA,45-54,onbekend,Zeeland,"0,06","3,17",0
ChristenUnie,45-54,onbekend,Zeeland,"0,07","3,19",0
D66,45-54,onbekend,Zeeland,"0,08","2,81",0
DENK,45-54,onbekend,Zeeland,"0,08","2,02",0
FvD,45-54,onbekend,Zeeland,"0,05","3,25",0
GroenLinks,45-54,onbekend,Zeeland,"0,06","1,78",0
PvdA,45-54,onbekend,Zeeland,"0,08","22,48","0,01"
PvdD,45-54,onbekend,Zeeland,"0,05","2,17",0
SGP,45-54,onbekend,Zeeland,"0,02","6,62",0
SP,45-54,onbekend,Zeeland,"0,04","2,46",0
VVD,45-54,onbekend,Zeeland,"0,09","2,36",0
50Plus,55-64,onbekend,Zeeland,"0,07","2,8",0
CDA,55-64,onbekend,Zeeland,"0,05","3,17",0
ChristenUnie,55-64,onbekend,Zeeland,"0,05","3,19",0
D66,55-64,onbekend,Zeeland,"0,07","2,81",0
DENK,55-64,onbekend,Zeeland,"0,04","2,02",0
FvD,55-64,onbekend,Zeeland,"0,03","3,25",0
GroenLinks,55-64,onbekend,Zeeland,"0,03","1,78",0
PvdA,55-64,onbekend,Zeeland,"0,06","22,48",0
PvdD,55-64,onbekend,Zeeland,"0,03","2,17",0
SGP,55-64,onbekend,Zeeland,"0,02","6,62",0
SP,55-64,onbekend,Zeeland,"0,08","2,46",0
VVD,55-64,onbekend,Zeeland,"0,05","2,36",0
50Plus,65+,onbekend,Zeeland,"0,27","2,8","0,01"
CDA,65+,onbekend,Zeeland,"0,06","3,17",0
ChristenUnie,65+,onbekend,Zeeland,"0,07","3,19",0
D66,65+,onbekend,Zeeland,"0,07","2,81",0
DENK,65+,onbekend,Zeeland,"0,04","2,02",0
FvD,65+,onbekend,Zeeland,"0,04","3,25",0
GroenLinks,65+,onbekend,Zeeland,"0,04","1,78",0
PvdA,65+,onbekend,Zeeland,"0,05","22,48","0,01"
PvdD,65+,onbekend,Zeeland,"0,03","2,17",0
SGP,65+,onbekend,Zeeland,"0,01","6,62",0
SP,65+,onbekend,Zeeland,"0,08","2,46",0
VVD,65+,onbekend,Zeeland,"0,05","2,36",0
50Plus,13-17,vrouw,Zuid-Holland,0,"18,93",0
CDA,13-17,vrouw,Zuid-Holland,0,"19,48",0
ChristenUnie,13-17,vrouw,Zuid-Holland,0,"22,75",0
D66,13-17,vrouw,Zuid-Holland,0,"19,18",0
DENK,13-17,vrouw,Zuid-Holland,0,"62,42",0
FvD,13-17,vrouw,Zuid-Holland,"0,01","20,19",0
GroenLinks,13-17,vrouw,Zuid-Holland,0,"25,41",0
PvdA,13-17,vrouw,Zuid-Holland,"0,09","73,75","0,05"
PvdD,13-17,vrouw,Zuid-Holland,"1,01","18,19","0,2"
SGP,13-17,vrouw,Zuid-Holland,0,"25,53",0
SP,13-17,vrouw,Zuid-Holland,0,"20,14",0
VVD,13-17,vrouw,Zuid-Holland,0,"22,35",0
50Plus,18-24,vrouw,Zuid-Holland,0,"18,93",0
CDA,18-24,vrouw,Zuid-Holland,"0,89","19,48","0,21"
ChristenUnie,18-24,vrouw,Zuid-Holland,"3,11","22,75","0,71"
D66,18-24,vrouw,Zuid-Holland,"13,58","19,18","2,78"
DENK,18-24,vrouw,Zuid-Holland,"6,32","62,42","2,76"
FvD,18-24,vrouw,Zuid-Holland,"2,21","20,19","0,53"
GroenLinks,18-24,vrouw,Zuid-Holland,"21,77","25,41","5,85"
PvdA,18-24,vrouw,Zuid-Holland,"17,59","73,75","14,63"
PvdD,18-24,vrouw,Zuid-Holland,"21,32","18,19","4,11"
SGP,18-24,vrouw,Zuid-Holland,"9,08","25,53","2,32"
SP,18-24,vrouw,Zuid-Holland,"1,41","20,14","0,09"
VVD,18-24,vrouw,Zuid-Holland,"5,6","22,35","1,32"
50Plus,25-34,vrouw,Zuid-Holland,0,"18,93",0
CDA,25-34,vrouw,Zuid-Holland,"6,09","19,48","1,49"
ChristenUnie,25-34,vrouw,Zuid-Holland,"7,48","22,75","1,73"
D66,25-34,vrouw,Zuid-Holland,"8,1","19,18","1,7"
DENK,25-34,vrouw,Zuid-Holland,"5,59","62,42","2,91"
FvD,25-34,vrouw,Zuid-Holland,"3,3","20,19","0,77"
GroenLinks,25-34,vrouw,Zuid-Holland,"15,95","25,41","4,25"
PvdA,25-34,vrouw,Zuid-Holland,"11,71","73,75","9,2"
PvdD,25-34,vrouw,Zuid-Holland,"14,15","18,19","2,72"
SGP,25-34,vrouw,Zuid-Holland,"9,39","25,53","2,4"
SP,25-34,vrouw,Zuid-Holland,"2,11","20,14","0,25"
VVD,25-34,vrouw,Zuid-Holland,"5,61","22,35","1,26"
50Plus,35-44,vrouw,Zuid-Holland,0,"18,93",0
CDA,35-44,vrouw,Zuid-Holland,"6,21","19,48","1,19"
ChristenUnie,35-44,vrouw,Zuid-Holland,"10,65","22,75","2,47"
D66,35-44,vrouw,Zuid-Holland,"5,61","19,18","1,12"
DENK,35-44,vrouw,Zuid-Holland,"6,08","62,42","3,71"
FvD,35-44,vrouw,Zuid-Holland,"3,71","20,19","0,8"
GroenLinks,35-44,vrouw,Zuid-Holland,"5,88","25,41","1,44"
PvdA,35-44,vrouw,Zuid-Holland,"7,68","73,75","5,04"
PvdD,35-44,vrouw,Zuid-Holland,"6,88","18,19","1,27"
SGP,35-44,vrouw,Zuid-Holland,"6,22","25,53","1,59"
SP,35-44,vrouw,Zuid-Holland,"2,8","20,14","0,48"
VVD,35-44,vrouw,Zuid-Holland,"4,86","22,35","1,09"
50Plus,45-54,vrouw,Zuid-Holland,0,"18,93",0
CDA,45-54,vrouw,Zuid-Holland,"7,4","19,48","1,32"
ChristenUnie,45-54,vrouw,Zuid-Holland,"11,37","22,75","2,61"
D66,45-54,vrouw,Zuid-Holland,"7,52","19,18","1,22"
DENK,45-54,vrouw,Zuid-Holland,"4,66","62,42","3,38"
FvD,45-54,vrouw,Zuid-Holland,"5,52","20,19","1,13"
GroenLinks,45-54,vrouw,Zuid-Holland,"6,8","25,41","1,61"
PvdA,45-54,vrouw,Zuid-Holland,"7,68","73,75","5,05"
PvdD,45-54,vrouw,Zuid-Holland,"4,92","18,19","0,84"
SGP,45-54,vrouw,Zuid-Holland,"5,77","25,53","1,47"
SP,45-54,vrouw,Zuid-Holland,"5,26","20,14","1,03"
VVD,45-54,vrouw,Zuid-Holland,"6,61","22,35","1,48"
50Plus,55-64,vrouw,Zuid-Holland,"9,36","18,93","1,79"
CDA,55-64,vrouw,Zuid-Holland,"7,91","19,48","1,32"
ChristenUnie,55-64,vrouw,Zuid-Holland,"11,67","22,75","2,66"
D66,55-64,vrouw,Zuid-Holland,"8,03","19,18","1,41"
DENK,55-64,vrouw,Zuid-Holland,"5,54","62,42","4,56"
FvD,55-64,vrouw,Zuid-Holland,"7,77","20,19","1,57"
GroenLinks,55-64,vrouw,Zuid-Holland,"5,42","25,41","1,29"
PvdA,55-64,vrouw,Zuid-Holland,"9,32","73,75","6,54"
PvdD,55-64,vrouw,Zuid-Holland,"5,56","18,19","0,94"
SGP,55-64,vrouw,Zuid-Holland,"5,08","25,53","1,3"
SP,55-64,vrouw,Zuid-Holland,"11,75","20,14","2,48"
VVD,55-64,vrouw,Zuid-Holland,"5,76","22,35","1,24"
50Plus,65+,vrouw,Zuid-Holland,"46,14","18,93","8,75"
CDA,65+,vrouw,Zuid-Holland,"10,99","19,48","1,92"
ChristenUnie,65+,vrouw,Zuid-Holland,"18,94","22,75","4,3"
D66,65+,vrouw,Zuid-Holland,"8,75","19,18","1,6"
DENK,65+,vrouw,Zuid-Holland,"7,22","62,42","6,08"
FvD,65+,vrouw,Zuid-Holland,"7,63","20,19","1,54"
GroenLinks,65+,vrouw,Zuid-Holland,"6,42","25,41","1,46"
PvdA,65+,vrouw,Zuid-Holland,"10,51","73,75","7,49"
PvdD,65+,vrouw,Zuid-Holland,"6,31","18,19","1,06"
SGP,65+,vrouw,Zuid-Holland,"6,32","25,53","1,61"
SP,65+,vrouw,Zuid-Holland,"17,44","20,14","3,82"
VVD,65+,vrouw,Zuid-Holland,"5,41","22,35","1,15"
50Plus,13-17,man,Zuid-Holland,0,"18,93",0
CDA,13-17,man,Zuid-Holland,0,"19,48",0
ChristenUnie,13-17,man,Zuid-Holland,0,"22,75",0
D66,13-17,man,Zuid-Holland,0,"19,18",0
DENK,13-17,man,Zuid-Holland,0,"62,42",0
FvD,13-17,man,Zuid-Holland,"0,08","20,19","0,01"
GroenLinks,13-17,man,Zuid-Holland,0,"25,41",0
PvdA,13-17,man,Zuid-Holland,"0,04","73,75","0,02"
PvdD,13-17,man,Zuid-Holland,"0,88","18,19","0,17"
SGP,13-17,man,Zuid-Holland,0,"25,53",0
SP,13-17,man,Zuid-Holland,0,"20,14",0
VVD,13-17,man,Zuid-Holland,0,"22,35",0
50Plus,18-24,man,Zuid-Holland,0,"18,93",0
CDA,18-24,man,Zuid-Holland,"2,05","19,48","0,46"
ChristenUnie,18-24,man,Zuid-Holland,"3,2","22,75","0,73"
D66,18-24,man,Zuid-Holland,"9,72","19,18","2,08"
DENK,18-24,man,Zuid-Holland,"15,15","62,42","6,53"
FvD,18-24,man,Zuid-Holland,"8,35","20,19","1,66"
GroenLinks,18-24,man,Zuid-Holland,"10,68","25,41","2,82"
PvdA,18-24,man,Zuid-Holland,"6,34","73,75","5,11"
PvdD,18-24,man,Zuid-Holland,"10,03","18,19","1,88"
SGP,18-24,man,Zuid-Holland,"13,65","25,53","3,49"
SP,18-24,man,Zuid-Holland,"2,84","20,14","0,34"
VVD,18-24,man,Zuid-Holland,"12,14","22,35","2,95"
50Plus,25-34,man,Zuid-Holland,0,"18,93",0
CDA,25-34,man,Zuid-Holland,"8,66","19,48","2,22"
ChristenUnie,25-34,man,Zuid-Holland,"6,42","22,75","1,46"
D66,25-34,man,Zuid-Holland,"8,99","19,18","2,11"
DENK,25-34,man,Zuid-Holland,"14,36","62,42","7,26"
FvD,25-34,man,Zuid-Holland,"15,64","20,19","3,15"
GroenLinks,25-34,man,Zuid-Holland,"10,85","25,41","2,82"
PvdA,25-34,man,Zuid-Holland,"6,18","73,75","4,74"
PvdD,25-34,man,Zuid-Holland,"9,42","18,19","1,73"
SGP,25-34,man,Zuid-Holland,"17,04","25,53","4,36"
SP,25-34,man,Zuid-Holland,"4,03","20,14","0,69"
VVD,25-34,man,Zuid-Holland,"15,27","22,35","3,45"
50Plus,35-44,man,Zuid-Holland,0,"18,93",0
CDA,35-44,man,Zuid-Holland,"8,68","19,48","1,73"
ChristenUnie,35-44,man,Zuid-Holland,"6,36","22,75","1,44"
D66,35-44,man,Zuid-Holland,"5,85","19,18","1,11"
DENK,35-44,man,Zuid-Holland,"13,91","62,42","8,37"
FvD,35-44,man,Zuid-Holland,"11,83","20,19","2,34"
GroenLinks,35-44,man,Zuid-Holland,"3,84","25,41","0,97"
PvdA,35-44,man,Zuid-Holland,"4,01","73,75","2,53"
PvdD,35-44,man,Zuid-Holland,"4,49","18,19","0,78"
SGP,35-44,man,Zuid-Holland,"8,93","25,53","2,28"
SP,35-44,man,Zuid-Holland,"4,81","20,14","0,94"
VVD,35-44,man,Zuid-Holland,"10,82","22,35","2,35"
50Plus,45-54,man,Zuid-Holland,0,"18,93",0
CDA,45-54,man,Zuid-Holland,"10,58","19,48","1,99"
ChristenUnie,45-54,man,Zuid-Holland,"6,44","22,75","1,45"
D66,45-54,man,Zuid-Holland,"7,76","19,18","1,27"
DENK,45-54,man,Zuid-Holland,"8,34","62,42","6,34"
FvD,45-54,man,Zuid-Holland,"13,37","20,19","2,62"
GroenLinks,45-54,man,Zuid-Holland,"3,73","25,41","0,9"
PvdA,45-54,man,Zuid-Holland,"4,86","73,75","3,12"
PvdD,45-54,man,Zuid-Holland,"4,72","18,19","0,79"
SGP,45-54,man,Zuid-Holland,"7,64","25,53","1,95"
SP,45-54,man,Zuid-Holland,"8,82","20,14","1,8"
VVD,45-54,man,Zuid-Holland,"12,66","22,35","2,74"
50Plus,55-64,man,Zuid-Holland,"9,27","18,93","1,77"
CDA,55-64,man,Zuid-Holland,"12,1","19,48","2,16"
ChristenUnie,55-64,man,Zuid-Holland,"6,03","22,75","1,34"
D66,55-64,man,Zuid-Holland,"7,88","19,18","1,35"
DENK,55-64,man,Zuid-Holland,"6,69","62,42","5,5"
FvD,55-64,man,Zuid-Holland,"11,44","20,19","2,26"
GroenLinks,55-64,man,Zuid-Holland,"3,88","25,41","0,93"
PvdA,55-64,man,Zuid-Holland,"6,49","73,75","4,7"
PvdD,55-64,man,Zuid-Holland,"5,33","18,19","0,89"
SGP,55-64,man,Zuid-Holland,"5,51","25,53","1,4"
SP,55-64,man,Zuid-Holland,"16,34","20,14","3,37"
VVD,55-64,man,Zuid-Holland,"8,89","22,35","1,95"
50Plus,65+,man,Zuid-Holland,"34,89","18,93","6,56"
CDA,65+,man,Zuid-Holland,"18,14","19,48","3,4"
ChristenUnie,65+,man,Zuid-Holland,"8,03","22,75","1,8"
D66,65+,man,Zuid-Holland,"7,58","19,18","1,35"
DENK,65+,man,Zuid-Holland,"5,74","62,42","4,82"
FvD,65+,man,Zuid-Holland,"8,9","20,19","1,75"
GroenLinks,65+,man,Zuid-Holland,"4,29","25,41","0,94"
PvdA,65+,man,Zuid-Holland,"7,13","73,75","5,2"
PvdD,65+,man,Zuid-Holland,"4,61","18,19","0,78"
SGP,65+,man,Zuid-Holland,"5,23","25,53","1,33"
SP,65+,man,Zuid-Holland,"22,12","20,14","4,79"
VVD,65+,man,Zuid-Holland,"5,96","22,35","1,29"
50Plus,13-17,onbekend,Zuid-Holland,0,"18,93",0
CDA,13-17,onbekend,Zuid-Holland,0,"19,48",0
ChristenUnie,13-17,onbekend,Zuid-Holland,0,"22,75",0
D66,13-17,onbekend,Zuid-Holland,0,"19,18",0
DENK,13-17,onbekend,Zuid-Holland,0,"62,42",0
FvD,13-17,onbekend,Zuid-Holland,0,"20,19",0
GroenLinks,13-17,onbekend,Zuid-Holland,0,"25,41",0
PvdA,13-17,onbekend,Zuid-Holland,0,"73,75",0
PvdD,13-17,onbekend,Zuid-Holland,"0,01","18,19",0
SGP,13-17,onbekend,Zuid-Holland,0,"25,53",0
SP,13-17,onbekend,Zuid-Holland,0,"20,14",0
VVD,13-17,onbekend,Zuid-Holland,0,"22,35",0
50Plus,18-24,onbekend,Zuid-Holland,0,"18,93",0
CDA,18-24,onbekend,Zuid-Holland,0,"19,48",0
ChristenUnie,18-24,onbekend,Zuid-Holland,"0,01","22,75",0
D66,18-24,onbekend,Zuid-Holland,"0,07","19,18","0,02"
DENK,18-24,onbekend,Zuid-Holland,"0,07","62,42","0,03"
FvD,18-24,onbekend,Zuid-Holland,"0,01","20,19",0
GroenLinks,18-24,onbekend,Zuid-Holland,"0,12","25,41","0,03"
PvdA,18-24,onbekend,Zuid-Holland,"0,06","73,75","0,04"
PvdD,18-24,onbekend,Zuid-Holland,"0,08","18,19","0,02"
SGP,18-24,onbekend,Zuid-Holland,"0,01","25,53",0
SP,18-24,onbekend,Zuid-Holland,"0,01","20,14",0
VVD,18-24,onbekend,Zuid-Holland,"0,05","22,35","0,01"
50Plus,25-34,onbekend,Zuid-Holland,0,"18,93",0
CDA,25-34,onbekend,Zuid-Holland,"0,04","19,48","0,01"
ChristenUnie,25-34,onbekend,Zuid-Holland,"0,01","22,75",0
D66,25-34,onbekend,Zuid-Holland,"0,08","19,18","0,02"
DENK,25-34,onbekend,Zuid-Holland,"0,08","62,42","0,03"
FvD,25-34,onbekend,Zuid-Holland,"0,03","20,19","0,01"
GroenLinks,25-34,onbekend,Zuid-Holland,"0,15","25,41","0,04"
PvdA,25-34,onbekend,Zuid-Holland,"0,04","73,75","0,04"
PvdD,25-34,onbekend,Zuid-Holland,"0,09","18,19","0,02"
SGP,25-34,onbekend,Zuid-Holland,"0,03","25,53","0,01"
SP,25-34,onbekend,Zuid-Holland,"0,02","20,14",0
VVD,25-34,onbekend,Zuid-Holland,"0,06","22,35","0,01"
50Plus,35-44,onbekend,Zuid-Holland,0,"18,93",0
CDA,35-44,onbekend,Zuid-Holland,"0,08","19,48","0,02"
ChristenUnie,35-44,onbekend,Zuid-Holland,"0,08","22,75","0,02"
D66,35-44,onbekend,Zuid-Holland,"0,07","19,18","0,02"
DENK,35-44,onbekend,Zuid-Holland,"0,11","62,42","0,06"
FvD,35-44,onbekend,Zuid-Holland,"0,07","20,19","0,02"
GroenLinks,35-44,onbekend,Zuid-Holland,"0,08","25,41","0,02"
PvdA,35-44,onbekend,Zuid-Holland,"0,08","73,75","0,11"
PvdD,35-44,onbekend,Zuid-Holland,"0,08","18,19","0,01"
SGP,35-44,onbekend,Zuid-Holland,"0,06","25,53","0,02"
SP,35-44,onbekend,Zuid-Holland,"0,03","20,14","0,01"
VVD,35-44,onbekend,Zuid-Holland,"0,1","22,35","0,02"
50Plus,45-54,onbekend,Zuid-Holland,0,"18,93",0
CDA,45-54,onbekend,Zuid-Holland,"0,06","19,48","0,01"
ChristenUnie,45-54,onbekend,Zuid-Holland,"0,07","22,75","0,02"
D66,45-54,onbekend,Zuid-Holland,"0,08","19,18","0,01"
DENK,45-54,onbekend,Zuid-Holland,"0,08","62,42","0,04"
FvD,45-54,onbekend,Zuid-Holland,"0,05","20,19","0,01"
GroenLinks,45-54,onbekend,Zuid-Holland,"0,06","25,41","0,02"
PvdA,45-54,onbekend,Zuid-Holland,"0,08","73,75","0,08"
PvdD,45-54,onbekend,Zuid-Holland,"0,05","18,19","0,01"
SGP,45-54,onbekend,Zuid-Holland,"0,02","25,53","0,01"
SP,45-54,onbekend,Zuid-Holland,"0,04","20,14","0,01"
VVD,45-54,onbekend,Zuid-Holland,"0,09","22,35","0,02"
50Plus,55-64,onbekend,Zuid-Holland,"0,07","18,93","0,01"
CDA,55-64,onbekend,Zuid-Holland,"0,05","19,48","0,01"
ChristenUnie,55-64,onbekend,Zuid-Holland,"0,05","22,75","0,01"
D66,55-64,onbekend,Zuid-Holland,"0,07","19,18","0,01"
DENK,55-64,onbekend,Zuid-Holland,"0,04","62,42","0,03"
FvD,55-64,onbekend,Zuid-Holland,"0,03","20,19","0,01"
GroenLinks,55-64,onbekend,Zuid-Holland,"0,03","25,41","0,01"
PvdA,55-64,onbekend,Zuid-Holland,"0,06","73,75","0,02"
PvdD,55-64,onbekend,Zuid-Holland,"0,03","18,19","0,01"
SGP,55-64,onbekend,Zuid-Holland,"0,02","25,53","0,01"
SP,55-64,onbekend,Zuid-Holland,"0,08","20,14","0,02"
VVD,55-64,onbekend,Zuid-Holland,"0,05","22,35","0,01"
50Plus,65+,onbekend,Zuid-Holland,"0,27","18,93","0,05"
CDA,65+,onbekend,Zuid-Holland,"0,06","19,48","0,01"
ChristenUnie,65+,onbekend,Zuid-Holland,"0,07","22,75","0,02"
D66,65+,onbekend,Zuid-Holland,"0,07","19,18","0,01"
DENK,65+,onbekend,Zuid-Holland,"0,04","62,42","0,02"
FvD,65+,onbekend,Zuid-Holland,"0,04","20,19","0,01"
GroenLinks,65+,onbekend,Zuid-Holland,"0,04","25,41","0,01"
PvdA,65+,onbekend,Zuid-Holland,"0,05","73,75","0,04"
PvdD,65+,onbekend,Zuid-Holland,"0,03","18,19","0,01"
SGP,65+,onbekend,Zuid-Holland,"0,01","25,53",0
SP,65+,onbekend,Zuid-Holland,"0,08","20,14","0,02"
VVD,65+,onbekend,Zuid-Holland,"0,05","22,35","0,01"
